  1     4.78506540
  2     0.74138035
  4     1.11894687
  3     0.13687339
  5     0.25663339
  6     0.81720632
 16     1.11581381
 46     1.11581381
106     1.11581381
 10     0.02447741
 28     0.02447741
 66     0.02447741
 17     0.25668399
 47     0.25668399
107     0.25668399
 14     0.03780861
 35     0.03780861
 77     0.03780861
 18     0.81702261
 48     0.81702261
108     0.81702261
 15     0.18051839
 36     0.18051839
 78     0.18051839
 21     0.88015909
 45     0.04744445
 51     0.78527020
 55     0.88015909
 91     0.04744445
105     0.04744445
111     0.78527020
115     0.78527020
120     0.88015909
121     0.12178535
137     0.31333413
122     0.02230924
138     0.07284011
123     0.04161162
139     0.25888449
154     0.18353858
172     0.14339605
124     0.00080739
127     0.00063080
155     0.04319774
173     0.03374977
140     0.00431716
143     0.00337294
125     0.00151911
128     0.00118686
156     0.16391045
174     0.12806088
141     0.03377459
144     0.02638760
157     0.00964473
160     0.00174492
175     0.00174492
178     0.00877461
201     0.00741133
126     0.04168595
129     0.00012185
130     0.04162518
135     0.04152999
158     0.06401212
161     0.01570976
176     0.01570976
179     0.05617835
202     0.04390455
142     0.26263542
145     0.00646936
146     0.25940944
151     0.25435502
159     0.17536543
162     0.00928276
163     0.15960620
168     0.15657254
177     0.12621078
180     0.00994515
181     0.13549774
186     0.12232788
203     0.00691150
204     0.00539985
211     0.47072333
136     0.00368311
212     0.11119181
152     0.01212162
213     0.45466066
153     0.10381656
214     0.00811543
217     0.00634047
169     0.00748764
187     0.00584999
215     0.08885024
218     0.06941742
170     0.07987622
188     0.06240614
216     0.46976210
219     0.02579172
220     0.45690091
225     0.43675021
171     0.07510322
189     0.04746040
190     0.05143680
210     0.01435668
226     0.01864109
227     0.23542095
228     0.20669004
229     0.16148396
231     0.77460594
232     0.12178535
254     0.31333413
233     0.02230924
255     0.07284011
234     0.04161162
256     0.25888449
277    -0.18353858
301     0.14339605
235    -0.00080739
238     0.00063080
278    -0.04319774
302     0.03374977
257    -0.00431716
260     0.00337294
236    -0.00151911
239     0.00118686
279    -0.16391045
303     0.12806088
258    -0.03377459
261     0.02638760
280     0.00964473
283    -0.00174492
304    -0.00174492
307     0.00877461
336     0.00741133
237     0.04168595
240    -0.00012185
241     0.04162518
246     0.04152999
281     0.06401212
284    -0.01570976
305    -0.01570976
308     0.05617835
337     0.04390455
259     0.26263542
262    -0.00646936
263     0.25940944
268     0.25435502
282    -0.17536543
285     0.00928276
286    -0.15960620
291    -0.15657254
306     0.12621078
309    -0.00994515
310     0.13549774
315     0.12232788
338    -0.00691150
339     0.00539985
352     0.10586444
247     0.00362635
353     0.02484761
269     0.01173809
248     0.01173809
354     0.09619309
270     0.08280531
358     0.00178049
292    -0.00666161
316     0.00567057
249     0.00666161
250     0.00567057
359     0.01673837
293    -0.04424169
317     0.04836076
271     0.04424169
272     0.04836076
357     0.09580682
361     0.09876235
366     0.09390379
294    -0.01309974
295    -0.02532015
318     0.02532015
319     0.03885787
345     0.01103389
367     0.00409177
252     0.01789093
368     0.03841549
274     0.15192459
369     0.02568520
370     0.02597445
297    -0.07361542
321     0.09675218
372     0.09135371
379     0.47072333
253     0.00368311
380     0.11119181
275     0.01212162
381     0.45466066
276     0.10381656
382    -0.00811543
385     0.00634047
298    -0.00748764
322     0.00584999
383    -0.08885024
386     0.06941742
299    -0.07987622
323     0.06240614
384     0.46976210
387    -0.02579172
388     0.45690091
393     0.43675021
300     0.07510322
324    -0.04746040
325     0.05143680
351     0.01435668
394     0.01789093
373     0.00409177
395     0.15192459
374     0.03841549
396     0.07361542
397     0.09675218
375    -0.02568520
376     0.02597445
399     0.30253791
378     0.01786133
400     0.01864109
401     0.23542095
402    -0.20669004
403     0.16148396
405     0.09135371
406     0.77460594
